sentence_id,sentence,tokens,num_tokens,labels (space-separated),num_labels
sent_0113,Kai fake makeup plzz thoda accha kro yeh ek legend ki biopic hai plzz,Kai fake makeup plzz thoda accha kro yeh ek legend ki biopic hai plzz,14,ta en en en ta ta ta en ta en ta en ta en,14
sent_0114,எட்டையபுரம் தமிழ்நாடு சேனைத்தலைவர் வீரபாகு பேரவை சார்பாக திரைப்படம் வெற்றிபெற வாழ்த்துக்கள்... இயக்குனருக்கு நன்றிகள் பல...,எடடயபரம தமழநட சனததலவர வரபக பரவ சரபக தரபபடம வறறபற வழததககள இயககனரகக நனறகள பல,12,ta ta ta ta ta ta ta ta ta ta ta ta,12
sent_0115,Bigil hit o illayo but kaidhi payangara hit but atlee vitra maattaan. Avan trailer varla,Bigil hit o illayo but kaidhi payangara hit but atlee vitra maattaan Avan trailer varla,15,ta en ta ta en ta ta en en ta ta ta ta en ta,15
sent_0116,பாண்டிச்சேரி மாவட்டம் கன்னிக்கோயில் 5 ஆம் நம்பர் சாராயக்கடை சார்பாக..இந்த படம் வெற்றி பெற வாழ்த்துகள்..,பணடசசர மவடடம கனனககயல 5 ஆம நமபர சரயககட சரபகஇநத படம வறற பற வழததகள,12,ta ta ta na ta ta ta ta ta ta ta ta,12
sent_0117,Who say in thumbnail Surya looks like Petta Rajini,Who say in thumbnail Surya looks like Petta Rajini,9,en en en en ta en en ta ta,9
sent_0118,Very nyzzzzzz Guysssss,Very nyzzzzzz Guysssss,3,en na en,3
sent_0119,Tamil movieya illa English movieya tamila illa,Tamil movieya illa English movieya tamila illa,7,na en ta na na ta ta,7
sent_0120,All time record in Tamil cinema,All time record in Tamil cinema,6,en en en en na en,6
sent_0121,ஹீரோவ பாத்த டாக்டர் அண்புமணி போலவே இருக்கு எனக்கு மட்டும் தானா,ஹரவ பதத டகடர அணபமண பலவ இரகக எனகக மடடம தன,9,ta ta ta ta ta ta ta ta ta,9
sent_0122,முத்தரையர்களின் சார்பில் படம் வெற்றி பெற வாழ்த்துகள்...,மததரயரகளன சரபல படம வறற பற வழததகள,6,ta ta ta ta ta ta,6
sent_0123,Sweet sapda porom apram sugar mathira sapda porom,Sweet sapda porom apram sugar mathira sapda porom,8,en ta ta ta en ta ta ta,8
sent_0124,Thalaivaaa ...last la andha dance semma,Thalaivaaa last la andha dance semma,6,ta en ta ta en ta,6
sent_0125,Irukku next month tharamana na sambavam iruku,Irukku next month tharamana na sambavam iruku,7,ta en en ta ta ta ta,7
sent_0126,Seema like jayam ravi & his movies,Seema like jayam ravi his movies,6,ta en ta ta en en,6
sent_0127,no words to say thalada vera evanda massna ithanda mass evanalayum kaata mudiyathu therikka vittachuda mass mass mass,no words to say thalada vera evanda massna ithanda mass evanalayum kaata mudiyathu therikka vittachuda mass mass mass,18,en en en en ta ta ta ta ta ta ta ta ta ta ta ta ta ta,18
sent_0128,kola mass...#Suriya back with bang#NGK #Selvaragavan u r genius man..BGM therikuthu #YuvanshankarRaja,kola massSuriya back with bangNGK Selvaragavan u r genius manBGM therikuthu YuvanshankarRaja,12,ta ta en en na ta en en en na ta ta,12
sent_0129,END DIALOGUE IS FOR HATERS WHO DISLIKE THIS TRAILER,END DIALOGUE IS FOR HATERS WHO DISLIKE THIS TRAILER,9,en en en en en en en en en,9
sent_0130,Marana mass Surya Anna TEASER,Marana mass Surya Anna TEASER,5,ta ta ta ta en,5
sent_0131,Thalaivar sonna maari sweet sapida poren,Thalaivar sonna maari sweet sapida poren,6,ta ta ta en ta ta,6
sent_0132,G. V. Neenga music mattum pannunga thevaillama hero va nadikkathinga,G V Neenga music mattum pannunga thevaillama hero va nadikkathinga,10,na na ta en ta ta ta en ta ta,10
sent_0133,Adhi anna ku indha padam maitha padaitha vida mamme dhaan...,Adhi anna ku indha padam maitha padaitha vida mamme dhaan,10,ta ta ta ta ta ta ta ta ta ta,10
sent_0134,*tha semmmma. Vayasu aanalum ipoo irukura trent ku etha madiri padam edukurathula.mani sir ku nigar avare than.,tha semmmma Vayasu aanalum ipoo irukura trent ku etha madiri padam edukurathulamani sir ku nigar avare than,17,ta ta ta ta ta ta ta ta ta ta ta ta en ta ta ta ta,17
sent_0135,நாகபதனி மக்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,நகபதன மககள சரபக படம வறற பற வழததகள,7,ta ta ta ta ta ta ta,7
sent_0136,"Singam is back with a bang.. ""Naan paathathula thingra onai Ila pasicha Matum thingra singam"" Thaaaaaaaa teaser verri level ""Kola pasioda irukan naduvula Evan vanthalum eri mithichitu poitae irupan"" Thalaivaaaaaaaaaaa proud to be ur fan #verithanama teaser",Singam is back with a bang Naan paathathula thingra onai Ila pasicha Matum thingra singam Thaaaaaaaa teaser verri level Kola pasioda irukan naduvula Evan vanthalum eri mithichitu poitae irupan Thalaivaaaaaaaaaaa proud to be ur fan verithanama teaser,37,ta en en en en en ta ta ta ta ta ta ta ta ta ta en ta en ta ta ta ta en ta ta ta ta ta ta en en en en en ta en,37
sent_0137,Ithu mari short flim vanthu eruku la. Athoda dir ramana dhana?,Ithu mari short flim vanthu eruku la Athoda dir ramana dhana,11,ta ta en en ta ta ta ta ta ta ta,11
sent_0138,Ravi kku adutha hit aahhh pottu thakku,Ravi kku adutha hit aahhh pottu thakku,7,ta ta ta en en ta ta,7
sent_0139,Meendum family yoda paka koodiya oru nalla padam,Meendum family yoda paka koodiya oru nalla padam,8,ta en ta ta ta ta ta ta,8
sent_0140,last dance vera level remembering veera rajini sir!,last dance vera level remembering veera rajini sir,8,en en ta en en ta ta en,8
sent_0141,"Rajani looks stunning, but trailer doesn't make impression.",Rajani looks stunning but trailer doesnt make impression,8,ta en en en en en en en,8
sent_0142,Pagal ker diya mekuu trailer dekha ker...,Pagal ker diya mekuu trailer dekha ker,7,ta ta ta ta en ta ta,7
sent_0143,மண்டை காஞ்சி போய் இருக்குர ...செம்ம வார்த்தை... பாண்டிச்சேரில இந்தபடம் நல்ல முறையில் திரைக்கு வந்து நல்ல வெற்றி பெற வாழ்த்துக்கள்...150 முறைக்கு மேல் டிரைலர் பார்த்தேன்...சீக்கிரம் படம் ரீலீஸ் பன்னுங்க மோகன் அண்ணா..,மணட கஞச பய இரககர சமம வரதத பணடசசரல இநதபடம நலல மறயல தரகக வநத நலல வறற பற வழததககள150 மறகக மல டரலர பரததனசககரம படம ரலஸ பனனஙக மகன அணண,25,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta na ta ta ta ta ta ta ta ta ta,25
sent_0144,Bigil lavadhu mannavadhu indhe padam pakkanum,Bigil lavadhu mannavadhu indhe padam pakkanum,6,ta ta ta ta ta ta,6
sent_0145,Vara level pa mass aha iruku,Vara level pa mass aha iruku,6,ta en ta ta ta ta,6
sent_0146,Bigil trailer paathutu vanthavanga like pannunga,Bigil trailer paathutu vanthavanga like pannunga,6,ta en ta ta en ta,6
sent_0147,1 hour kulla 469k likes 6.4m views ah ppa,1 hour kulla 469k likes 64m views ah ppa,9,na en ta na en na en en ta,9
sent_0148,Pandey ku acting varala . School pasanga nadagathula nadikara adu madiri iruku pandey Voda acting. 1st film apadingaradala mannichu vitralam,Pandey ku acting varala School pasanga nadagathula nadikara adu madiri iruku pandey Voda acting 1st film apadingaradala mannichu vitralam,19,ta ta en ta en ta ta ta ta ta ta ta ta en na en ta ta ta,19
sent_0149,"திரைப்படத்தின் முன்னோட்டத்தை பார்த்தவுடனேயே சிலர் (நாடக காதல் கோஷ்டி) பதறுகிறார்கள் என்றால் நாம் சரியான பாதையில் பயணித்துக்கொண்டிருக்கிறோம் என்பதை புரிந்து கொள்ள வேண்டும், இந்த திரைப்படம் உருவாக உழைத்த அனைவருக்கும் எனது வாழ்த்துக்கள், படம் மாபெரும் வெற்றியடைய வாழ்த்துக்கள்.",தரபபடததன மனனடடதத பரததவடனய சலர நடக கதல கஷட பதறகறரகள எனறல நம சரயன பதயல பயணததககணடரககறம எனபத பரநத களள வணடம இநத தரபபடம உரவக உழதத அனவரககம எனத வழததககள படம மபரம வறறயடய வழததககள,28,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,28
sent_0150,"கற்பழித்து, அவர்கள்களை காட்டுக்குள் கருகளைத்து, கழுத்தருத்து கொலைசெய்யபட்ட பெண்களின் சார்பாக இத்திரைபடம் வெற்றியடைய வாழ்த்துகிறேன்.",கறபழதத அவரகளகள கடடககள கரகளதத கழததரதத கலசயயபடட பணகளன சரபக இததரபடம வறறயடய வழததகறன,11,ta ta ta ta ta ta ta ta ta ta ta,11
sent_0151,Thalaivaaaaaa marana mass,Thalaivaaaaaa marana mass,3,ta ta ta,3
sent_0152,ஊராளிகவுண்டர் சார்பாக இத்திரைப்படம் வெற்றி பெற ஆதரிக்கிறோம்,ஊரளகவணடர சரபக இததரபபடம வறற பற ஆதரககறம,6,ta ta ta ta ta ta,6
sent_0153,Video pakkamalea like pottavanga yaru Me . I love. ADHI and his music,Video pakkamalea like pottavanga yaru Me I love ADHI and his music,12,en ta en ta ta en en en ta en en en,12
sent_0154,Yuvan for life Yuvan fans hit like,Yuvan for life Yuvan fans hit like,7,ta en en ta en en en,7
sent_0155,Aishwarya's slang was not like Sri Lankan Tamil it's different.,Aishwaryas slang was not like Sri Lankan Tamil its different,10,ta en en en en ta ta na en en,10
sent_0156,Polich adukiii...katta waiting..die hard fanss kerala,Polich adukiiikatta waitingdie hard fanss kerala,6,ta ta na en en na,6
sent_0157,Thevidiya Ajith fans kadharal autolike da nu,Thevidiya Ajith fans kadharal autolike da nu,7,ta ta en ta en ta ta,7
sent_0158,Starting scene pakum pothu suriya looks like birava vijay,Starting scene pakum pothu suriya looks like birava vijay,9,en en ta ta ta en en ta ta,9
sent_0159,தல தளபதி ரசிகர்கள வச்சு வியாபாரம் பாக்கலாம்னு இவனுங்களுக்கு நினைப்பு போல... முட்டா புண்ட மாதிரி ரசிக சண்ட போடாம கொஞ்சம் சிந்திச்சு பாருங்க டா டேய்...,தல தளபத ரசகரகள வசச வயபரம பககலமன இவனஙகளகக நனபப பல மடட பணட மதர ரசக சணட படம கஞசம சநதசச பரஙக ட டய,20,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,20
sent_0160,ராணிப்பேட்டை மாவட்டம் சார்பாக இத்திரைப்படம் மாபெரும் வெற்றி பெற்ற வாழ்த்துக்கள்.. வது வெள்ளி விழா காண வாழ்த்துகள்,ரணபபடட மவடடம சரபக இததரபபடம மபரம வறற பறற வழததககள வத வளள வழ கண வழததகள,13,ta ta ta ta ta ta ta ta ta ta ta ta ta,13
sent_0161,Yuvan shankar raja bgm Vera level,Yuvan shankar raja bgm Vera level,6,ta ta ta na ta en,6
sent_0162,Joaquin Phoenix adhi anna kita irundhu nadika kathukanum,Joaquin Phoenix adhi anna kita irundhu nadika kathukanum,8,en en ta ta ta ta ta ta,8
sent_0163,மானங்கெட்டவங்களா ! சாதிய ஒழிக்கலாம் ன்னு இங்க போராடிட்டு இருந்தா இந்த தேவடியாப்புள்ளிங்க வளக்குறதுலயே குறியா இருக்கானுங்க,மனஙகடடவஙகள சதய ஒழககலம னன இஙக பரடடட இரநத இநத தவடயபபளளஙக வளககறதலய கறய இரககனஙக,12,ta ta ta ta ta ta ta ta ta ta ta ta,12
sent_0164,Haters dislike pannitoom nu happy akaathenka wait and see on 20Aug Mersal teaser,Haters dislike pannitoom nu happy akaathenka wait and see on 20Aug Mersal teaser,13,en en ta ta en ta en en en en na ta en,13
sent_0165,"Paithiya kara makkal irukira varaikum, indha madhiri thiramaiya illama, rasigarla vachikinu kalatha ottara herosla ivarum orutharu....",Paithiya kara makkal irukira varaikum indha madhiri thiramaiya illama rasigarla vachikinu kalatha ottara herosla ivarum orutharu,16,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,16
sent_0166,Surya Annan and Mohanlal sir,Surya Annan and Mohanlal sir,5,ta ta en ta en,5
sent_0167,Rajini: Naan arasiyal varathu uruthi… Jayam ravi: Adai ithu 96 yara yamathuringa?,Rajini Naan arasiyal varathu uruthi Jayam ravi Adai ithu 96 yara yamathuringa,12,ta ta ta ta ta ta ta ta ta na ta ta,12
sent_0168,"Yogi babu.. dai ne elam rajiniye kalaikara,... Ne oru aalu punda.. Nu ....tha pinchidum",Yogi babu dai ne elam rajiniye kalaikara Ne oru aalu punda Nu tha pinchidum,14,ta ta ta ta ta ta ta ta ta ta ta ta ta ta,14
sent_0169,Hiphop Aadhi anna fans like here,Hiphop Aadhi anna fans like here,6,en ta ta en en en,6
sent_0170,Na vijay fan but Surya Anna trailer super,Na vijay fan but Surya Anna trailer super,8,ta ta en en ta ta en en,8
sent_0171,"2014ல கொடுத்த தேர்தல் வாக்குறுதி மாதிரி ரொம்ப சிறப்பா,இனிப்பா இருக்கு வந்த பிறகு தான் தெரியும்...",2014ல கடதத தரதல வககறத மதர ரமப சறபபஇனபப இரகக வநத பறக தன தரயம,12,na ta ta ta ta ta ta ta ta ta ta ta,12
sent_0172,Siruthaiuylaum karthiku ponnu irukum kavalan flop Apo bigil,Siruthaiuylaum karthiku ponnu irukum kavalan flop Apo bigil,8,ta ta ta ta ta en ta ta,8
sent_0173,30m view varunu solluravinga mattum likes podunga,30m view varunu solluravinga mattum likes podunga,7,na en ta ta ta en ta,7
sent_0174,Jai ajith Jai ajith Sena,Jai ajith Jai ajith Sena,5,ta ta ta ta ta,5
sent_0175,Vani bhojan fans hit like here,Vani bhojan fans hit like here,6,ta ta en en en en,6
sent_0176,"ponggaluku kandippa sweet sappude porom, marana mass",ponggaluku kandippa sweet sappude porom marana mass,7,ta ta en ta ta ta ta,7
sent_0177,அதர்மம் தலை தூக்கும் நேரம் தர்மம் தலை காக்கும்,அதரமம தல தககம நரம தரமம தல கககம,7,ta ta ta ta ta ta ta,7
sent_0178,"Padam super irukhu na ,verum hit mattum illa super,mega,power-hit",Padam super irukhu na verum hit mattum illa supermegapowerhit,9,ta en ta ta ta en ta ta en,9
sent_0179,நான் அரசியலுக்கு வருவேன் இணுமா நீ வர,நன அரசயலகக வரவன இணம ந வர,6,ta ta ta ta ta ta,6
sent_0180,Yuvan Vera level bgm Suma therikutu Bgm hit like,Yuvan Vera level bgm Suma therikutu Bgm hit like,9,ta ta en na ta ta na en en,9
sent_0181,Surya gethu,Surya gethu,2,ta ta,2
sent_0182,Any body after bigil fisrt look,Any body after bigil fisrt look,6,en en en ta en en,6
sent_0183,Last vara dialog thavaravera onnum edupadala. Movie ya paathutu comment pandren,Last vara dialog thavaravera onnum edupadala Movie ya paathutu comment pandren,11,en ta en ta ta ta en ta ta en ta,11
sent_0184,"SK anna fans like it. , hero block buster like",SK anna fans like it hero block buster like,9,na ta en en en en en en en,9
sent_0185,மொத்ததில் சாதி இன்னும் இருக்கு...! வெற்றி பெற வாழ்த்துக்கள் திரைப்படம்,மதததல சத இனனம இரகக வறற பற வழததககள தரபபடம,8,ta ta ta ta ta ta ta ta,8
sent_0186,surya annan semaaaa masssss look.......and very very super masssss teaser........surya annan......I love you........Singathin vettai aarambam daa..........ithu singathin kottai da......,surya annan semaaaa masssss lookand very very super masssss teasersurya annanI love youSingathin vettai aarambam daaithu singathin kottai da,19,ta ta ta ta en en en en ta na na en na ta ta ta ta ta ta,19
sent_0187,தொல்.குருமாவளவன் சார்பாக இப்படம் அசுர வெற்றி பெற வாழ்த்துகிறேன்....,தலகரமவளவன சரபக இபபடம அசர வறற பற வழததகறன,7,ta ta ta ta ta ta ta,7
sent_0188,Komali pundaiku nadipu pubdaiyae varala thevudiyan ajith,Komali pundaiku nadipu pubdaiyae varala thevudiyan ajith,7,ta ta ta ta ta ta ta,7
sent_0189,Padam paathuttu trailer paakka vandhavanga hit like Padam eppa semma mass vera level,Padam paathuttu trailer paakka vandhavanga hit like Padam eppa semma mass vera level,13,ta ta en ta ta en en ta ta ta ta ta en,13
sent_0190,ஏண்டா திருநங்கைகளவிட அசிங்கமா இருக்குற இந்த பிள்ளைகளாதான அவுனுக லவ் பன்றானுக,ஏணட தரநஙககளவட அசஙகம இரககற இநத பளளகளதன அவனக லவ பனறனக,9,ta ta ta ta ta ta ta ta ta,9
sent_0191,Aiyya pon manickavel titlea vachurukinga padam vetri pera vazhthukal,Aiyya pon manickavel titlea vachurukinga padam vetri pera vazhthukal,9,ta ta na na ta ta ta ta ta,9
sent_0192,Vijay Anna fans hit like here,Vijay Anna fans hit like here,6,ta ta en en en en,6
sent_0193,படம் வெற்றி சிறந்த வெற்றிப்படமாக அமைய வாழ்த்துகள் நண்பா,படம வறற சறநத வறறபபடமக அமய வழததகள நணப,7,ta ta ta ta ta ta ta,7
sent_0194,"Ananthi ooda dialogue delivery aapaaa , ""kudumbothoda saenthu naduroadla ninnom nu vaichukaiae"" , etho laegiyam vikiramaathri irukku",Ananthi ooda dialogue delivery aapaaa kudumbothoda saenthu naduroadla ninnom nu vaichukaiae etho laegiyam vikiramaathri irukku,15,ta ta en en ta ta ta ta ta ta ta ta ta ta ta,15
sent_0195,Unlike pannava ava amma ellam item tha Thevadiyanga pasangala Ungamma koothingala kilichiduvan by surya anna big Rasigai,Unlike pannava ava amma ellam item tha Thevadiyanga pasangala Ungamma koothingala kilichiduvan by surya anna big Rasigai,17,en ta ta ta ta en ta ta ta ta ta ta en ta ta en ta,17
sent_0196,Ethirpartha alavukku illa...bgm mattama irukku... Why ghibran,Ethirpartha alavukku illabgm mattama irukku Why ghibran,7,ta ta ta ta ta en na,7
sent_0197,Trailer parka vadhavanga ellam oru like podunga,Trailer parka vadhavanga ellam oru like podunga,7,en en ta ta ta en ta,7
sent_0198,Mass hit 2.0. Hit like if you like Akshay's look,Mass hit 20 Hit like if you like Akshays look,10,ta en na en en en en en ta en,10
sent_0199,"I would like to dedicate கும்பலாக சுத்துவோம், நாங்க ஐயோ அம்மானு கத்துவோம் song to all Rajini fans out there",I would like to dedicate கமபலக சததவம நஙக ஐய அமமன கததவம song to all Rajini fans out there,18,en en en en en ta ta ta ta ta ta en en en ta en en en,18
sent_0200,"Ipoo dhan da thala,thala maari irukaaru",Ipoo dhan da thalathala maari irukaaru,6,ta ta ta ta ta ta,6
sent_0201,Hey இது 96 யார ஏமாத்த பாக்குறிங்க,Hey இத 96 யர ஏமதத பககறஙக,6,en ta na ta ta ta,6
sent_0202,mazaak banakay rakh diya jaylallita ka. censor board shud ban this movie,mazaak banakay rakh diya jaylallita ka censor board shud ban this movie,12,ta ta ta ta ta ta en en en en en en,12
sent_0203,Stunning visuals ... Awesome #KvAnand #Suriyaaaa Anna...,Stunning visuals Awesome KvAnand Suriyaaaa Anna,6,en en en ta ta ta,6
sent_0204,omg she look like same,omg she look like same,5,en en en en en,5
sent_0205,Nee VA Thala vasanalum algum styleum ungala vittu pogala,Nee VA Thala vasanalum algum styleum ungala vittu pogala,9,ta na ta ta ta na ta ta ta,9
sent_0206,Bigil a vida sema karthi anna,Bigil a vida sema karthi anna,6,ta na ta ta ta ta,6
sent_0207,0:43 arun vijay and 1:04 str bgm semma like if u like,043 arun vijay and 104 str bgm semma like if u like,12,na ta ta en na na na ta en en en en,12
sent_0208,Ajith: Therikka Vidalaama? Vijay: Therikka Vidalaame...,Ajith Therikka Vidalaama Vijay Therikka Vidalaame,6,ta ta ta ta ta ta,6
sent_0209,Next ulaga nayagan namma chiyan vikram thaan,Next ulaga nayagan namma chiyan vikram thaan,7,en ta ta ta ta ta ta,7
sent_0210,Arrow series matri eruku but real osm,Arrow series matri eruku but real osm,7,en en ta ta en en na,7
sent_0211,INDvsPak aavathu mudiyavathu.... Waiting 4 10M views,INDvsPak aavathu mudiyavathu Waiting 4 10M views,7,na ta ta en na na en,7
sent_0212,புதிய முயற்சிக்கு வரவேற்க்கிறோம் அது கொஞ்சம் புரியுர மாதிரியும் இருந்தா நல்லாருக்கும்...,பதய மயறசகக வரவறககறம அத கஞசம பரயர மதரயம இரநத நலலரககம,9,ta ta ta ta ta ta ta ta ta,9
sent_0213,Apoooooo nalla padathula nadikka maatinga? Mokka padama thedi poyi nadipinga annanum thambiyum... Ennamo panni tholainga,Apoooooo nalla padathula nadikka maatinga Mokka padama thedi poyi nadipinga annanum thambiyum Ennamo panni tholainga,15,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,15
sent_0214,Ithan highest peak aah irukum Dhanush anna ku,Ithan highest peak aah irukum Dhanush anna ku,8,ta en en ta ta ta ta ta,8
sent_0215,ippo illa ennaikum en thalaivan STR dha masss,ippo illa ennaikum en thalaivan STR dha masss,8,ta ta ta ta ta na ta ta,8
sent_0216,My manager : yenyavsirikura Me to my manager : Sir enaku yarachu serious ah pesuna titina tension ah irunda siripu varum sir Manager: first doctor paaru Enaku mattum dan inda prechana iruka terla mathavum mudila,My manager yenyavsirikura Me to my manager Sir enaku yarachu serious ah pesuna titina tension ah irunda siripu varum sir Manager first doctor paaru Enaku mattum dan inda prechana iruka terla mathavum mudila,33,en en ta en en en en en ta ta en ta ta ta en ta ta ta ta en en en en ta ta ta ta ta ta ta ta ta ta,33
sent_0217,Trending No . 1,Trending No 1,3,en en na,3
sent_0218,Ayan Combo is Back... Marana Waiting... Any Ayan fans here,Ayan Combo is Back Marana Waiting Any Ayan fans here,10,ta en en en ta en en ta en en,10
sent_0219,Gotha like kuda vanga mudiyala neeyalam enga annan thalapathy compateator poda aamai kunjugala poi savunga da,Gotha like kuda vanga mudiyala neeyalam enga annan thalapathy compateator poda aamai kunjugala poi savunga da,16,ta en ta ta ta ta ta ta ta ta en ta ta ta ta ta,16
sent_0220,Argument scene vera level Thala vs Ponday,Argument scene vera level Thala vs Ponday,7,en en ta en ta en ta,7
sent_0221,நல்ல ஜாதியில் பிறந்தவன் எந்த தமிழனும் எந்த ஜாதி பெண் மானம் போக விட மாட்டான் அது தான் தமிழர் பண்பாடு...... கீழ் ஜாதி என்று சொல்லி பெண்களை சதையாக பார்க்கும் நிலைமை தான் இப்போது உள்ளது......,நலல ஜதயல பறநதவன எநத தமழனம எநத ஜத பண மனம பக வட மடடன அத தன தமழர பணபட கழ ஜத எனற சலல பணகள சதயக பரககம நலம தன இபபத உளளத,27,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,27
sent_0222,Varlam varlam va varlam va Bhairava,Varlam varlam va varlam va Bhairava,6,ta ta ta ta ta ta,6
sent_0223,Trailer marana mass FdFs poravanga therikkavidunga Saadha sk padam naale comedy yaathaan irukkum. Anna ithu different script. Next level Sk,Trailer marana mass FdFs poravanga therikkavidunga Saadha sk padam naale comedy yaathaan irukkum Anna ithu different script Next level Sk,20,en ta ta na ta ta ta na ta ta en ta ta ta ta en en en en na,20
sent_0224,Yappaaaa samy..... ippa thaanya ajith padam thukku theatre ku poganumnu thonuthu.... ithukku munnaadiii yellam.......... onnum solrathukku illa....#goodmovienerkondapaarvai,Yappaaaa samy ippa thaanya ajith padam thukku theatre ku poganumnu thonuthu ithukku munnaadiii yellam onnum solrathukku illagoodmovienerkondapaarvai,17,ta ta ta ta ta ta ta en ta ta ta ta ta ta ta ta na,17
sent_0225,"Oru cinema psycho ,psycho padam eduthal epdi irukum?!",Oru cinema psycho psycho padam eduthal epdi irukum,8,ta en en en ta ta ta ta,8
sent_0226,Ena Da sollama kolama teaser la release panniruga Any way super teaser,Ena Da sollama kolama teaser la release panniruga Any way super teaser,12,ta ta ta ta en ta en ta en en en en,12
sent_0227,superb teaser by kanyakumari jilla vijay fanzzzzzzzzzzzzzzz,superb teaser by kanyakumari jilla vijay fanzzzzzzzzzzzzzzz,7,en en en ta ta ta en,7
sent_0228,திரைப்படம் வெற்றி பெற வன்னிய நண்பர்கள் சார்பாக வாழ்த்துக்கள்,தரபபடம வறற பற வனனய நணபரகள சரபக வழததககள,7,ta ta ta ta ta ta ta,7
sent_0229,Malaysians hit like ! Last dialogue malay dialogue,Malaysians hit like Last dialogue malay dialogue,7,en en en en en en en,7
sent_0230,Rajnikanth looks young like telugu hero nani,Rajnikanth looks young like telugu hero nani,7,ta en en en en en ta,7
sent_0231,திருச்சி மாவட்டம் முத்தரையரின் முரட்டு பக்தர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,தரசச மவடடம மததரயரன மரடட பகதரகள சரபக படம வறற பற வழததககள,10,ta ta ta ta ta ta ta ta ta ta,10
sent_0232,"மண்ணும் ஆறறிவுள்ள பெண்ணும் ஒன்றா? பெண்ணின் யோனியில் தான் மனிதனின் கெளரவம் இருக்கிறது? பிற்படுத்தப்பட்ட பெண்ணை தலித் திருமணம் செய்தால் தான் பிரச்சினையா? அல்லது அதே பிற்படுத்தப்பட்ட வகுப்பைச் சேர்ந்த நாவிதர், வண்ணார், குயவர் இவர்கள் திருமணம் செய்தால் சம்மதமா? மனிதனை மீண்டும் காட்டுமிராண்டி ஆக்கும் படம். இதை பார்த்து வெட்டி கொலை செய்துவிட்டு வழக்குகளை சுமக்க வேண்டாம். அவன் பணம் சம்பாதிக்க நம்மை உசுப்பி விடுகிறார்கள்.",மணணம ஆறறவளள பணணம ஒனற பணணன யனயல தன மனதனன களரவம இரககறத பறபடததபபடட பணண தலத தரமணம சயதல தன பரசசனய அலலத அத பறபடததபபடட வகபபச சரநத நவதர வணணர கயவர இவரகள தரமணம சயதல சமமதம மனதன மணடம கடடமரணட ஆககம படம இத பரதத வடட கல சயதவடட வழகககள சமகக வணடம அவன பணம சமபதகக நமம உசபப வடகறரகள,48,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,48
sent_0233,Orutharu mela viswasam katthurethu kaage yen ennoruthareh aasingam paduturingge!,Orutharu mela viswasam katthurethu kaage yen ennoruthareh aasingam paduturingge,9,ta ta ta ta ta ta ta ta ta,9
sent_0234,"finishing dialogue thala fanshuku shoot agum. yenna avunga avar mela viswasham kata, mathavangala asigna patuthuvanga",finishing dialogue thala fanshuku shoot agum yenna avunga avar mela viswasham kata mathavangala asigna patuthuvanga,15,en en ta na en ta ta ta ta ta ta ta ta ta ta,15
sent_0235,Editing is kinda new i like it,Editing is kinda new i like it,7,en en en en en en en,7
sent_0236,ஏன்டா படிக்காத முட்டா புண்டைங்க தான் இப்படி பண்ணுவான் தேவிடியா பைய director,ஏனட படககத மடட பணடஙக தன இபபட பணணவன தவடய பய director,10,ta ta ta ta ta ta ta ta ta en,10
sent_0237,Kaithi padam pathutu trailer pathavaga yar yar like pannuga,Kaithi padam pathutu trailer pathavaga yar yar like pannuga,9,ta ta ta en ta ta ta en ta,9
sent_0238,Massss vera level ASURAN Panthayam adikum,Massss vera level ASURAN Panthayam adikum,6,ta ta en ta ta ta,6
sent_0239,"Dei vijai ,...vandhu ivanuga poolai oombudaa.appayaavadhu budhi varum. Yepdi nadikkanumnu",Dei vijai vandhu ivanuga poolai oombudaaappayaavadhu budhi varum Yepdi nadikkanumnu,10,ta ta ta ta ta ta ta ta ta ta,10
sent_0240,1.36 intha scence la ava pesayila news vaasikira maathiri irruku,136 intha scence la ava pesayila news vaasikira maathiri irruku,10,na na na ta ta ta en ta ta ta,10
sent_0241,Nan 75 views ah cross panniten....anyone else like me....,Nan 75 views ah cross pannitenanyone else like me,9,ta na en en en na en en en,9
sent_0242,தென்மாவட்ட கவரா நாயுடுகளின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,தனமவடட கவர நயடகளன சரபக படம வறற பற வழததககள,8,ta ta ta ta ta ta ta ta,8
sent_0243,Heyyy simbuuuu.... surprise... ummmmmaaaa love u da.....,Heyyy simbuuuu surprise ummmmmaaaa love u da,7,en ta en ta en en na,7
